service_request_id,status,status_notes,service_name,service_code,requested_datetime,updated_datetime,address,lat,long,token,description
25-00037896,closed,,Parking Sign Maintenance,SIGNPARK,2025-02-04T20:25:42Z,2025-02-06T20:08:37Z,"1701 San Gabriel St, Austin",30.2816129,-97.74877544,7bea62fb-a517-4e8d-8c8c-4f20c95ef85e,Sign faded
25-00037900,closed,,Parking Sign Maintenance,SIGNPARK,2025-02-04T20:27:41Z,2025-02-06T20:08:36Z,"1701 San Gabriel St, Austin",30.28197858,-97.74896253,168945ab-1273-4b12-9567-6fdea88b2019,Sign needs to be clean
25-00038693,closed,Issue Has Been Resolved - Close SR. Removed graffiti from stop sign.,Parking Sign Maintenance,SIGNPARK,2025-02-05T15:30:20Z,2025-02-06T19:58:13Z,"2601 Nueces St, Austin",30.29065307,-97.7427445,db280eca-0903-4cfe-b261-ebdda31871d8,Graffiti 
25-00040249,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Parking Sign Maintenance,SIGNPARK,2025-02-06T16:52:58Z,2025-02-06T17:03:30Z,"800 Congress Ave, Austin",30.27012049,-97.74252322,ccb7a63f-cad1-45ab-9fb9-9add4a5de61a,Leaning Pole towaway combination right arrow pay to park / left arrow 30 min. Commercial signs 
25-00040215,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Parking Sign Maintenance,SIGNPARK,2025-02-06T16:32:55Z,2025-02-06T16:57:30Z,"1706 E 5th St, Austin",30.2611601,-97.72421848,61b00acf-664e-4651-b030-aa2bc9ea89f6,Graffiti on Street sign
25-00037377,closed,Issue Has Been Resolved - Close SR. Removed sticker from stop sign.,Parking Sign Maintenance,SIGNPARK,2025-02-04T15:17:23Z,2025-02-06T15:42:12Z,"2607 W 8th St, Austin",30.28374672,-97.77534474,33980d7e-bd71-46dc-883f-02830d1bb92d,Stickers
25-00033349,closed,Issue Has Been Resolved - Close SR. Nothing wrong with street name signs and I straightened leaning no trucks pole.,Street Name Sign Maintenance,SIGNSTRE,2025-01-31T18:20:47Z,2025-02-04T17:32:13Z,"8012 Wynne Ln, Austin",30.18603608,-97.80301135,9880e287-6e44-43d1-b3c9-4bc89ea86d2c,Replace discolored SNS and Straighten out poles.
25-00033348,closed,Issue Has Been Resolved - Close SR. Straightened pole but nothing else is wrong and street name signs are perfectly fine.,Street Name Sign Maintenance,SIGNSTRE,2025-01-31T18:20:45Z,2025-02-04T17:32:12Z,"8016 Persimmon Trl, Austin",30.18594123,-97.80054656,2fa38362-1b30-4e19-95d8-64498104b145,Replace Discolored SNS and Straighten out poles around.
25-00037479,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Street Name Sign Maintenance,SIGNSTRE,2025-02-04T16:09:46Z,2025-02-04T16:28:30Z,"103 San Marcos St, Austin",30.26093479,-97.73446888,4bde3d79-4d17-47e4-8345-56d6e9ed8fe6,"San Marcos at Chavez, Northbound street name signage for Chavez is mounted on southbound light standard and vice versa.  See incorrect block number orientation shown in photo"
25-00035068,closed,Issue Has Been Resolved - Close SR. Straightened leaning street signs.,Street Name Sign Maintenance,SIGNSTRE,2025-02-02T06:07:00Z,2025-02-03T18:37:15Z,"5400 Fairmont Cir, Austin",30.21903534,-97.79792022,95677490-f63e-41b8-8576-aff9e15a4760,A street name sign is leaning.
25-00035074,closed,Issue Has Been Resolved - Close SR. Straightened leaning street signs.,Street Name Sign Maintenance,SIGNSTRE,2025-02-02T06:13:03Z,2025-02-03T18:36:43Z,"2006 Southern Oaks Dr, Austin",30.21906373,-97.79657442,2fbc8994-17a0-4405-a7e6-6ee37b6b2897,A street name sign is leaning.
25-00035055,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Street Name Sign Maintenance,SIGNSTRE,2025-02-02T05:48:52Z,2025-02-03T13:04:41Z,"2101 Harwick Dr, Austin",30.21591593,-97.80106511,b7f7c0a8-e1da-46bf-9017-642456e8cc56,A street name sign is faded and leaning.
25-00035065,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Street Name Sign Maintenance,SIGNSTRE,2025-02-02T06:03:02Z,2025-02-03T13:04:40Z,"5401 Village Way Ct, Austin",30.21917788,-97.79857669,3dff3643-14d7-4d56-abce-3b08511179ab,A street name sign is faded and leaning.
25-00035070,open,,Street Name Sign Maintenance,SIGNSTRE,2025-02-02T06:09:01Z,2025-02-02T06:09:10Z,"5404 Fairmont Cir, Austin",30.21847155,-97.79776666,f023c8db-46a5-4841-aca6-3c764a6051f2,A street name sign is leaning.
25-00031488,closed,Issue Has Been Resolved - Close SR.,Street Name Sign Maintenance,SIGNSTRE,2025-01-30T13:29:27Z,2025-01-31T17:51:19Z,"5009 Rain Creek Pkwy, Austin",30.39563624,-97.75537652,921089fc-60de-44f6-8606-095a1895e14e,Street Sign Broken
25-00027010,closed,Issue Has Been Resolved - Close SR. Straightened leaning stop sign and street sign pole.,Street Name Sign Maintenance,SIGNSTRE,2025-01-26T03:36:40Z,2025-01-30T18:51:51Z,"5601 Lewood Dr, Austin",30.2169259,-97.80017864,d1d63131-c4f0-47b9-abc9-e16c2672977d,A street name sign / stop sign combo is leaning.
25-00040620,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T20:50:49Z,2025-02-06T20:50:58Z,"4300 S Lamar Blvd Svrd SB, Austin",30.23462674,-97.79604588,afb417cb-a58b-47dd-b6af-41ebeebf6eb0,Huge dip right after the intersection lights in both lanes. People are braking as we are going 30+mph through the light. Causing near accidents and damaging alignments. 
25-00040594,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T20:30:44Z,2025-02-06T20:30:51Z,"1201 Rio Grande St, Austin",30.27583055,-97.74732211,499fa64d-d872-44da-b987-8735f12565e2,12th /Rio Grande crosswalk damaged after roadwork 
25-00040593,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T20:30:36Z,2025-02-06T20:30:39Z,"617 W 5th St, Austin",30.26898467,-97.74986841,f6ced01a-95a2-4caa-ba6b-c3eae63bf4d8,Rio grande and 5th crosswalk is smaller after road patch 
25-00040466,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T19:07:12Z,2025-02-06T19:12:52Z,"Prince Valiant Dr & Cooper Ln, Austin",30.1919723,-97.79420178,fa9f7d04-8638-4590-87de-e220416747ab,
25-00040202,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T16:21:40Z,2025-02-06T16:27:01Z,"4301 S Congress Ave, Austin",30.21956849,-97.76585564,aed25420-5cbb-42f2-9286-682155827bc8,
25-00040188,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T16:14:28Z,2025-02-06T16:19:51Z,"Alomar Cv & Thome Valley Dr, Austin",30.17297677,-97.61783082,1219ceae-0fd5-4968-a400-c9900035579b,
25-00039941,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T13:49:43Z,2025-02-06T13:54:51Z,"Spruce Canyon Dr & La Crosse Ave, Austin",30.19257704,-97.90965712,953f3525-46bf-4833-8206-24797e4b8841,
24-00404726,open,Issue Has Been Resolved - Close SR.,Road Markings/Striping - Maintenance,ROADMARK,2024-11-06T18:20:18Z,2025-02-06T06:30:39Z,"1143 Northwestern Ave, Austin",30.2694028,-97.71601357,d9fe9eee-3936-4884-822d-ada1e71e809b,
25-00039693,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-06T01:17:50Z,2025-02-06T01:17:56Z,"1901 Wickersham Ln, Austin",30.23330566,-97.72006682,e403a93d-368c-479e-bbe1-b4c2a184098b,Broken flex post
25-00039562,open,,Road Markings/Striping - Maintenance,ROADMARK,2025-02-05T23:38:58Z,2025-02-05T23:44:50Z,"Steck Ave & Burnet Rd, Austin",30.3618456,-97.72934811,c1278b7b-d145-4c94-897c-29788345c092,
25-00039923,open,Completed.,Traffic Signal - New,TRASIGNE,2025-02-06T13:37:50Z,2025-02-06T13:56:58Z,"Old Lockhart Rd & E Slaughter Ln, Austin",30.15174232,-97.76476528,e414d9da-8e84-44ce-8798-90ca2f2a8dd6,
25-00024674,closed,"Issue Has Been Resolved - Close SR. E DITTMAR RD & S CONGRESS AVE, AUSTIN, TX      TMC25-462545     311 SR Number 25-00024674  Request for Traffic Signal at Dittmar and Congress.  Signal recommended, part of S. Congress Ave. Mobility CorridorRequestor contacted by phone, left vm message explaining status of signal installation, and give my contact information.",Traffic Signal - New,TRASIGNE,2025-01-24T00:35:57Z,2025-02-05T21:42:11Z,"E Dittmar Rd & S Congress Ave, Austin",30.18339663,-97.78197793,0dbf5368-f96d-41a3-bebe-d1f0bb11faf4,
25-00038535,open,Completed.,Traffic Signal - New,TRASIGNE,2025-02-05T13:52:09Z,2025-02-05T14:47:53Z,"Shropshire Blvd & Rotherham Dr, Austin",30.37870672,-97.66007096,00276872-1172-4027-8a58-a11c3b061460,
25-00038109,closed,"Issue Has Been Resolved - Close SR. Monitored intersections through live graphics and historical timing values, and verified that detection was working at the intersection. The traffic signal is working correctly and according to plan. We will keep monitoring signal operations. Thanks.",Traffic Signal - New,TRASIGNE,2025-02-04T22:47:48Z,2025-02-04T23:22:40Z,"6003 E Howard Ln, Austin",30.37809215,-97.60842651,b74131bf-90c2-46b7-9dca-7deae6fb248b,"Turn signal too short, causing major traffic build up and delay in commute. I travel this way daily and this is a new issue, so not sure why the timing of this light was changed. Location of light: left/turning lane when traveling North on Harris Branch, attempting a left turn to travel West on Howard. "
24-00428562,closed,Issue Has Been Resolved - Close SR. 3300-3400 BLK. E. MLK    TMC25-464650      24-00428562   Request forwarded to TED.  No contact information provided by requestor.,Traffic Signal - New,TRASIGNE,2024-11-27T14:37:57Z,2025-02-04T22:41:38Z,"3311 E Martin Luther King Jr Blvd, Austin",30.28302955,-97.70082414,9354638e-2d4c-4a21-8778-2cf7521f85ec,"Pedestrians cross at the 3300-3400 block of E Martin Luther King Jr Blvd on a regular basis to get to JJ Seabrook Park, but there is no safe crossing, and the street has heavy (and fast) car traffic. There should be a pedestrian signal here. The closest safe crossings are over a thousand feet away. "
25-00037201,closed,Issue Has Been Resolved - Close SR. The westbound leg of the intersection is undergoing mass construction where their approach has gone down from 3 lanes to 1 lane and is experiencing major delays. The City is actively monitoring this construction at the intersection and have been re-timing the signal to give each approach the max amount of time in attempt to minimize impact. The intersection has been known to be over capacity even before construction began due to vehicles diverting off the US-183 toll highway. It is recommended that during this construction period to expect delays at this intersection.,Traffic Signal - New,TRASIGNE,2025-02-04T12:48:21Z,2025-02-04T13:18:39Z,"5400 Loyola Ln, Austin",30.30275722,-97.661262,4ed59c5d-345c-4c52-8dba-e821c60384e2,The traffic light cycle has changed and caused traffic to back up all the way to the HEB at manor road.  SB 183 cycle has been cut down so few cars can get through this 4 minute cycle while NB 183 at Loyola has almost 3 minutes of green while SB has 60 seconds each cycle.  Please switch back to the way it was before the change 2 weeks ago!!
25-00036720,open,Completed.,Traffic Signal - New,TRASIGNE,2025-02-03T21:44:31Z,2025-02-03T21:57:37Z,"11840 N Lamar Blvd, Austin",30.38934585,-97.68291851,81490162-d443-470b-a4e0-25295c644291,Need for a safer street crossing for pedestrians
25-00031080,closed,"Issue Has Been Resolved - Close SR. DEL CURTO RD & S LAMAR BLVD, AUSTIN, TX    TMC25-463610    311 SR Number 25-00031080Request for pedestrian crosswalk on S Lamar Blvd at Del Curto. there is an approved signal (Signal ID 1136) at this location as part of the S. Lamar Mobility Improvements.  311 Feedback asked to redirect to TED and the CPO as it is a pedestrian, and corridor related request.Requestor notified by email that request forwarded to TED and the CPO for their review.",Traffic Signal - New,TRASIGNE,2025-01-29T22:07:01Z,2025-02-03T20:47:42Z,"Del Curto Rd & S Lamar Blvd, Austin",30.24726493,-97.77522453,027c3901-61d2-41a5-afd8-186dc9bffe81,
25-00025310,closed,"Issue Has Been Resolved - Close SR. 10025 BURNET RD, AUSTIN, TX 78758    TMC25-462655   311 SR Number 25-00025310Request for pedestrian crosswalk on Burnet Road. 311 Feedback asked to redirect to TED as it is a pedestrian related request.Requestor notified by email that request forwarded to TED for their review.",Traffic Signal - New,TRASIGNE,2025-01-24T17:56:30Z,2025-02-03T19:47:17Z,"10025 Burnet Rd, Austin",30.38412711,-97.72339318,71ccaffd-12aa-4c3e-8af8-4778dbf215c5,
25-00035953,closed,Issue Has Been Resolved - Close SR. The westbound leg of the intersection is undergoing mass construction where their approach has gone down from 3 lanes to 1 lane and is experiencing major delays. The City is actively monitoring this construction at the intersection and have been re-timing the signal to give each approach the max amount of time and attempt to minimize impact. The intersection has been known to be over capacity even before construction began due to vehicles diverting off the US-183 toll highway. It is recommended that during this construction period to expect delays at this intersection.,Traffic Signal - New,TRASIGNE,2025-02-03T14:11:00Z,2025-02-03T14:43:13Z,"6530 Ed Bluestein Blvd SB, Austin",30.30412479,-97.66119614,fd17624c-5df6-4bb3-a718-5b617f7ef1f1,"Traffic signal problems,  south bound traffic on the service rd of 183, reaching Loyola, the signal has changed timing a few months ago, traffic gets backed up for 3 light cycles now, this was not a problem last year.  I travel this route to work every day. 


 "
25-00040012,closed,"No Problem Found - Close SR. Class: WORKORDERCreated By: Log Type: NO_PROBLEMSummary: No problem found.DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185305 as a reference.",Guardrail New/Repair,SBGRDRN,2025-02-06T14:36:19Z,2025-02-06T19:05:44Z,"12008 Gatling Gun Ln, Austin",30.15363673,-97.85462196,ceb7737c-bce3-4212-abed-c75b0a33d4b8,
25-00035760,closed,"Under Review for New Guardrail - Close SR. Class: WORKORDERCreated By: Log Type: NWGRDRAIL_REVIEWSummary: Damaged GuardrailDetailsThank you for your request. Street and Bridge Operations completed your request and hasnotified the appropriate Street and Bridge Operations workgroup for follow-up, if any. If youhave any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185163 as a reference.",Guardrail New/Repair,SBGRDRN,2025-02-03T02:18:12Z,2025-02-03T17:52:44Z,"11011 Middle Fiskville Rd, Austin",30.37475166,-97.6782557,197d7776-576f-4da0-9c7c-90b009e24589,
25-00031315,closed,"Under Review for New Guardrail - Close SR. Class: WORKORDERCreated By: Log Type: NWGRDRAIL_REVIEWSummary: Damaged guardrail cushion.DetailsThank you for your request. Street and Bridge Operations completed your request and hasnotified the appropriate Street and Bridge Operations workgroup for follow-up, if any. If youhave any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185003 as a reference.",Guardrail New/Repair,SBGRDRN,2025-01-30T00:47:00Z,2025-01-30T16:04:28Z,"Ridgeline Blvd & S Lakeline Blvd, Austin",30.47531416,-97.81088757,eb21337f-a9dc-4310-b1ef-f519e741399c,
25-00030295,closed,Referred to 311 For Further Review - Close SR. Class: WORKORDERCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for  reassignment.DetailsThank you for your request. SBO has forwarded this request back to 3-1-1 for the appropriate department assignment. texas department of transportation is responsable for this area.,Guardrail New/Repair,SBGRDRN,2025-01-29T07:23:03Z,2025-01-29T19:25:21Z,"7100 Levander Loop, Austin",30.24953984,-97.69098701,8f354075-ee67-402e-b330-e36214ee5569,
25-00026523,closed,Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: DuplicateDetailswork will be completed on 25-184782waiting on SKT -MSKT end terminal(parts).,Guardrail New/Repair,SBGRDRN,2025-01-25T18:42:03Z,2025-01-29T12:47:50Z,"Alta Vista Ave & E Riverside Dr, Austin",30.25011895,-97.73966592,6f23eed1-ed7f-42c9-9f65-94a2ce3c247d,
25-00029075,closed,Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: work already palnnedDetails24-17765 planned on work order24-177650.,Guardrail New/Repair,SBGRDRN,2025-01-28T04:38:34Z,2025-01-28T18:32:54Z,"208 W Dittmar Rd, Austin",30.18325444,-97.78366177,5c62fabf-7803-44e3-b364-31db0527b8a1,Damaged guardrail
25-00023102,closed,"Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: TPW - Guardrail New/Repair / repair request / ALAMEDA DR and E RIVERSIDE DRDetailsThank you for your request. Street and Bridge Operations completed your request and has notified the appropriate Street and Bridge Operations workgroup for follow-up, if any. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-184756 as a reference.",Guardrail New/Repair,SBGRDRN,2025-01-22T20:45:46Z,2025-01-23T13:39:22Z,"Alameda Dr & E Riverside Dr, Austin",30.25071183,-97.74050553,463b0d54-df26-4446-9837-4a1a4b0cbea8,
25-00009893,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-184289 as a reference.All work is being done on parent work order # 24-172605 1/14/2025.",Guardrail New/Repair,SBGRDRN,2025-01-10T03:56:53Z,2025-01-14T15:56:51Z,"5100 Mount Bonnell Rd, Austin",30.33589281,-97.77684844,fbe08f38-e76d-48fe-ad90-49968bea1696,
25-00014110,closed,Non COA Jurisdiction - Close SR. Class: SRCreated By: Log Type: NOT_COAJURISDSummary: Not in COA Jurisdiction.DetailsThank you for your request. Street and Bridge Operations reviewed your request and determined that this is outside of City of Austin jurisdiction. A work group has responded to this location previously and determined the guardrail is part of the ramp onto IH 35. This will need to go to TxDOT.,Guardrail New/Repair,SBGRDRN,2025-01-14T15:20:34Z,2025-01-14T15:54:23Z,"E 45th St & Airport Blvd, Austin",30.30362437,-97.7159809,1a947066-ae93-41d9-b8ff-d785eb637761,
25-00012695,closed,Referred to 311 For Further Review - Close SR. Class: WORKORDERCreated By: Log Type: CSR_FEEDBACKSummary: Please refer to aviation departmentDetailsCSR_FEEDBACK  Summary   Routed to 3-1-1 for reassignment.  Details  Thank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment.,Guardrail New/Repair,SBGRDRN,2025-01-13T14:05:30Z,2025-01-13T17:33:22Z,"10100 Golf Course Rd, Austin",30.20567973,-97.65065251,d26dd1f0-a5c7-484c-8b25-294f93aab2e4,
25-00038744,open,,Mowing Medians,PWDMOWME,2025-02-05T15:57:05Z,2025-02-05T16:03:01Z,"1625 Barton Springs Rd, Austin",30.26242158,-97.76239307,af5ea95a-4106-49ab-a31e-8268019e5d5e,
25-00034481,open,,Mowing Medians,PWDMOWME,2025-02-01T17:59:04Z,2025-02-01T18:05:00Z,"6404 W William Cannon Dr, Austin",30.23481189,-97.86500377,7b2530cd-6979-4412-afab-e41e8bbab0c0,
25-00032125,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment.,Mowing Medians,PWDMOWME,2025-01-30T19:49:20Z,2025-01-30T20:14:21Z,"1625 Barton Springs Rd, Austin",30.2624224,-97.76238824,d6491915-316c-45e8-a475-b660c9dd880d,
25-00029283,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment.,Mowing Medians,PWDMOWME,2025-01-28T15:12:17Z,2025-01-28T15:35:17Z,"1625 Barton Springs Rd, Austin",30.2624224,-97.76238824,f0d94660-eec1-4d8c-9d18-a4618195fd29,
25-00017651,closed,Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Will address in growing seasonDetailsHardscaped median will be addressed with herbicide application which must occur during growing season.,Mowing Medians,PWDMOWME,2025-01-16T23:26:09Z,2025-01-28T14:24:53Z,"Teakwood Dr & Exmoor Dr, Austin",30.35980919,-97.72842455,c492602b-9d7a-467c-8a71-9e6497d0b3bc,
25-00028704,open,,Mowing Medians,PWDMOWME,2025-01-27T21:32:20Z,2025-01-27T21:37:54Z,"Butler Rd & S Lamar Blvd Nb, Austin",30.26213751,-97.75804598,9ae8b169-c5ac-4e59-9ce5-9c2fe0665b78,
23-00470561,closed,Mowing Completed - Close SR. Class: WORKORDERCreated By: Log Type: COMPLETED_MOWINGSummary: Shrubs since removed by mowing contractors.Details.,Mowing Medians,PWDMOWME,2023-10-13T15:49:01Z,2025-01-14T14:15:48Z,"11925 Dessau Rd, Austin",30.37919652,-97.65375879,ec124a0c-cbbf-4155-8902-ede3fe42bf28,Previous SR 23-00461388-Please note when median is chosen on ATD - View Obstruction and Fencing at Intersection SR it directs to  PWD - Mowing Medians-Initial SR# 23-00417960 states the bushes on the median are blocking the view for drivers unable to see vehicles coming. caller says when you are traveling south and leave out the driveway to get over from north to south the bush or tree is obstructing traffic.
24-00435694,closed,Mowing Completed - Close SR. Class: WORKORDERCreated By: Log Type: COMPLETED_MOWINGSummary: Closing out requestDetails.,Mowing Medians,PWDMOWME,2024-12-05T15:37:52Z,2025-01-09T14:05:54Z,"12122 Shropshire Blvd, Austin",30.38706878,-97.65813402,d669e78d-d743-48c4-bb9e-299de1ec8184,
24-00358117,closed,Mowing Completed - Close SR. Class: WORKORDERCreated By: Log Type: COMPLETED_MOWINGSummary: Closing out requestDetails.,Mowing Medians,PWDMOWME,2024-09-30T15:35:21Z,2025-01-09T14:05:54Z,"12122 Shropshire Blvd, Austin",30.38706878,-97.65813402,ea2d4c54-cdeb-41be-b05a-1a651e3efcb4,
25-00008011,closed,No Action Needed - Close SR. Class: WORKORDERCreated By: Log Type: NO_ACTIONSummary: Unable to identify issueDetailsRequest details unclear. Requester refused contact info. Closing out request.,Mowing Medians,PWDMOWME,2025-01-08T15:08:27Z,2025-01-09T14:01:25Z,"907 W Slaughter Ln, Austin",30.16121202,-97.80745623,1eb62e47-3e59-4e42-a7c3-ea52d8108fb3,
24-00357179,closed,Referred to 311 For Further Review - Close SR. Class: WORKORDERCreated By: Log Type: CSR_FEEDBACKSummary: SBO - Bridge Repair -see details /see photos -  616 W 2ND STDetailsWe investigated the piece is not part of the structure but added to detour skateboarding will replace part.,Bridge Repair,SBBRIDRE,2024-09-29T15:57:28Z,2025-02-05T20:53:43Z,"616 W 2nd St, Austin",30.26624067,-97.75086264,b4ef5023-cc74-4ce7-ad91-bc2746a3eac0,
24-00425517,closed,Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Future maintenanceDetailsLeveling up is scheduled by District(# 24-183235). The bridge teamwill develop a plan to address the recurring issue.,Bridge Repair,SBBRIDRE,2024-11-24T17:08:35Z,2025-02-04T16:49:38Z,"5120 S 1st St, Austin",30.21220927,-97.77885772,d20f5e12-d402-441a-9060-d88403ba27ad,"I am writing to express my ongoing concern regarding the recurring dip in front of the bridge off 1st. This issue has been reported and addressed multiple times in the past, but the repair never seems to hold, as the dip reappears within a year. This situation is both dangerous and frustrating for those of us who travel."
24-00443775,closed,,Bridge Repair,SBBRIDRE,2024-12-13T07:21:39Z,2025-02-04T16:49:38Z,"5120 S 1st St, Austin",30.21222139,-97.778896,52ae58b2-c570-42d0-83c3-03878cfa8ea6,Pot Hole / uneven roadway - the roadway has about a 2 inch lip when you begin to cross the bridge- even at speed of 10 mph - this bump is significant mostly due to how abruptly it changes - at 35 mph (posted speed) - it is worth switching lanes to avoid serious damage to tires and other parts of the vehicle
25-00035456,open,,Bridge Repair,SBBRIDRE,2025-02-02T20:09:24Z,2025-02-02T20:09:36Z,"1612 East Side Dr, Austin",30.24544619,-97.7454965,1bf3f77b-53c8-4950-841f-ae9776c621d0,Loose board on bridge
25-00031058,closed,,Bridge Repair,SBBRIDRE,2025-01-29T21:54:34Z,2025-01-30T20:32:20Z,"615 W 2nd St, Austin",30.26613076,-97.75072258,08cbfe88-0bdf-4b48-bc45-e9753a7dbe11,Decorative lighting on the 2nd street bridge over Shoal Creek are all out.
25-00017394,closed,Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Work Order ClosedDetailsWork Order closed.,Bridge Repair,SBBRIDRE,2025-01-16T21:01:52Z,2025-01-30T20:32:20Z,"615 W 2nd St, Austin",30.26612613,-97.75073043,299b41f2-8bd8-4753-ba8d-61497c53b1bf,Decorative lighting 8 sets on both sides of the Shoal Creek 2nd St. bridge built in 2017
25-00010065,closed,"No Problem Found - Close SR. Class: WORKORDERCreated By: Log Type: NO_PROBLEMSummary: No problem found.DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-184293 as a reference.",Bridge Repair,SBBRIDRE,2025-01-10T14:32:59Z,2025-01-30T20:32:20Z,"2609 Metcalfe Rd, Austin",30.22704755,-97.73713006,9746f1ad-7214-4001-b4f0-c9d0a0181636,
25-00029961,closed,"No Problem Found - Close SR. Class: WORKORDERCreated By: Log Type: NO_PROBLEMSummary: No problem found.DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-184942 as a reference.",Bridge Repair,SBBRIDRE,2025-01-28T22:16:59Z,2025-01-29T19:13:21Z,"W 15th St & N Lamar Nb to W 15th Eb Ramp, Austin",30.27964104,-97.74923064,1c66b4ee-76e9-4de9-a07d-0f6f80fb709a,
25-00028977,open,,Bridge Repair,SBBRIDRE,2025-01-28T00:26:40Z,2025-01-28T00:31:59Z,"S Lamar Blvd & W Riverside Dr, Austin",30.26452457,-97.75711035,88887784-b253-4e71-98a1-6ecac0a2d0df,
25-00027919,open,,Bridge Repair,SBBRIDRE,2025-01-27T14:31:02Z,2025-01-27T14:37:00Z,"102 S Lamar Blvd, Austin",30.26644373,-97.75635637,b7157952-f263-4118-af42-14bdf48d0c2d,
25-00025767,closed,"Guard Retrained - Close SR. Opened, printed, and submitted to Leticia Richardson via email. Update by Dawn. Close per Leticia Richardson the supervisor Gabriel Cardoso will monitor & retrain the Crossing Guard. Update by Dawn.",School Issues - Crossing Guards,SCHOOLIS,2025-01-24T22:16:25Z,2025-01-27T15:12:52Z,"3301 Pinnacle Rd, Austin",30.26929783,-97.80617619,cc2aea4e-f7e2-4bb4-ae8a-708ed72e8747,
24-00442671,closed,"Crossing Guard Given Feedback - Close SR. opened, printed, and submitted to Leticia Richardson via email 12/12/2024. Update by Dawn Close per Leticia Richardson 1/27/2025. Thank you for letting us know, we love to take time to celebrate the hard work and dedication of our Crossing Guards. Update by Dawn.",School Issues - Crossing Guards,SCHOOLIS,2024-12-12T13:50:53Z,2025-01-27T15:10:54Z,"12660 Turtle Rock Rd, Austin",30.4498823,-97.77296612,200a961c-5146-4f33-9c8e-a8cb3bf1bbca,
24-00336986,closed,"Referred to Transportation Dept. - Close SR. opened, printed, and submitted to Leticia Richardson via email. Update by Dawn. There has been a review of pedestrian traffic. We are reviewing current status. Update by Dawn. Close per Leticia Richardson. The site has been transferred for a site study. Update by Dawn.",School Issues - Crossing Guards,SCHOOLIS,2024-09-13T12:39:22Z,2024-12-10T18:12:22Z,"6711 Johnny Morris Rd, Austin",30.30064548,-97.64767603,19c3dd1c-c203-4be3-bf17-c906b90d1aa0,
